PK_Nr,Sortierklasse,A_cm2,sigma_max,E_mod,n_points,a_hat,k_hat,rmse,method,force_col_header,strain_col_header,QC_flag,grade,density_kg_m3,moisture_pct,failure_mode,grain_angle_class,clamping_pressure,grade_m,outlier_ahat
566,s 7,5.06717,63.85159270361957,18.105764535259805,3703,0.5225160036610481,5.739506103988655,0.0593410920244744,sigmoid,Kraft [kN],e_sensor,1,S7,420.8710383109399,11.078906782302536,Zug-/Schubversagen im Einspannbereich,<7,80 bar,S7,0
569,s 7,5.017011999999999,59.7871466185949,11.935010417066968,3271,0.5263872736945202,5.964776051828916,0.0646540267534108,sigmoid,Kraft [kN],e_sensor,1,S7,384.82547553259093,11.231197949969273,Zug-/Schubversagen,<7,80 bar,S7,0
571,s 7,5.08636,45.00705609586227,16.457595687146004,2628,0.5455738182225979,6.890994506511992,0.0728505587723011,sigmoid,Kraft [kN],e_sensor,1,S7,421.8646059990512,11.209703484634826,Schubversagen,<7,80 bar,S7,0
573,s 7,5.032012000000001,46.9663689258392,15.213206435609116,2925,0.5433581928598523,6.715812821724263,0.0692566443937297,sigmoid,Kraft [kN],e_sensor,1,S7,418.23335218637175,11.2440715934581,Einspannung,<7,80 bar,S7,0
574,s 7,5.028994000000001,49.83907520196882,12.113228838449205,2521,0.5363554040572992,6.572264817885672,0.0742388765997036,sigmoid,Kraft [kN],e_sensor,1,S7,389.4050949852327,10.895523675403304,Zug-/Schubversagen an Ästen,<7,80 bar,S7,0
576,s 7,5.085260000000001,40.13401754531724,12.870933974997296,2037,0.5584242024914606,7.547468757871227,0.0818591402067177,sigmoid,Kraft [kN],e_sensor,1,S7,387.5012938400937,10.758828435733445,Zug-/Schubversagen an Ästen,<7,80 bar,S7,0
579,s 7,5.073252,42.12230158904979,10.458392180953169,2491,0.5550868672851048,6.994382094211428,0.0740232605389397,sigmoid,Kraft [kN],e_sensor,1,S7,380.02146316176777,11.329581864706086,Einspannung,<7,80 bar,S7,0
583,s 7,5.02902,28.313822822339144,9.574599194421818,1423,0.6309657822692322,12.566166405068763,0.0893116784889443,sigmoid,Kraft [kN],e_sensor,1,S7,375.1782342329788,11.652973388466947,Schubversagen,<7,80 bar,S7,0
587,s 7,5.083342,30.58940673588852,12.09453174086678,1514,0.6084606764804044,10.709305929028895,0.0890353221167745,sigmoid,Kraft [kN],e_sensor,1,S7,372.7335111246938,14.473253434124903,Einspannung,<7,80 bar,S7,0
588,s 7,5.012993999999999,56.63801225874199,12.13720135380161,3033,0.5282471625526292,6.120437468682588,0.0670380572260046,sigmoid,Kraft [kN],e_sensor,1,S7,374.9392592129458,10.921422706369425,Zug-/Schubversagen,<7,80 bar,S7,0
376,s13,5.1671640000000005,41.19564396204572,11.97069050712178,2084,0.5530848702180253,7.349369684757422,0.0820672747746317,sigmoid,Kraft [kN],e_sensor,1,S13,443.2626789492052,11.0,Zug-/Schubversagen an Ästen,<7,80 bar,S13,0
242,s7,5.093208000000001,58.55873093637644,14.108614871882676,3090,0.5257675853682306,5.972937353113849,0.065505878945471,sigmoid,Kraft [kN],e_sensor,1,S7,386.962945623405,11.0,Zug-/Schubversagen,<7,60 bar,S7,0
278,s7,5.151195,33.22332472732055,15.39502270127857,1731,0.5863357767926494,8.670370103237298,0.079680104559287,sigmoid,Kraft [kN],e_sensor,1,S7,403.60070636070765,11.0,Zug-/Schubversagen,<7,80 bar,S7,0
356,s7,5.158989,46.61318983113746,12.864011415965534,2430,0.5399504546973029,6.753158552858246,0.0762256132213565,sigmoid,Kraft [kN],e_sensor,1,S7,391.98620692247323,11.0,Zug-/Schubversagen,<7,60 bar,S7,0
